"seqID","kbase_suffix","Domain","Phylum","Class","Order","Family","Genus","Species","FastANI Reference","FastANI Reference Radius","FastANI Taxonomy","FastANI ANI","FastANI Alignment Fraction","Closest Placement Reference","Closest Placement Taxonomy","Closest Placement ANI","Closest Placement Alignment Fraction","Classification Method","Note","Other Related References","MSA AA Percent","RED Value","Warnings","kbase_file","Marker Lineage","# Genomes","# Markers","# Marker Sets","0","1","2","3","4","5+","Completeness","Contamination","Contamination level"
"267","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Pantoea sp900115075","GCF_900115075.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp900115075","96.51","0.918","-","-","-","-","ani_screen","classification based on ANI only","GCF_003851685.1, s__Pseudomonas_E sp00...","-","-","Insufficient number of amino acids in MSA (1.7%)","TCS_genomes_16_DRAM","k__Bacteria",5449,104,58,0,3,27,72,2,0,100,186.68,"Very high"
"268","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_003851685.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","94.31","0.83","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_003852235.1, s__Pseudomonas_E sp00...","22.86","0.99999","Genome has more than 70.0% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_16_DRAM","k__Bacteria",5449,103,57,7,35,54,7,0,0,97.26,82.12,"Very high"
"269","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_001297125.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001297125","92.35","0.819","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_008369325.1, s__Pseudomonas_E sp00...","97.76","0.99685","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"27","TCS_genomes_2","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_021605415.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E syringae_S","89.15","0.863","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_021018765.1, s__Pseudomonas_E sp02...","97.7","0.99639","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_2_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"270","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_021728295.1, s__Pseudomonas_E sp02...","97.76","0.99464","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,2,811,0,0,0,0,99.59,0,"No detectable contamination"
"271","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685","GCF_003851685.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.42","0.891","GCF_003851685.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.42","0.891","ani_screen","classification based on ANI only","GCF_003852235.1, s__Pseudomonas_E sp00...","96.82","-","-","TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,0,807,6,0,0,0,100,1.12,"Low"
"272","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685","GCF_003851685.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.39","0.881","GCF_003851685.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.39","0.881","ani_screen","classification based on ANI only","GCF_003852235.1, s__Pseudomonas_E sp00...","97","-","-","TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,1.16,"Low"
"273","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685","GCF_003851685.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.35","0.884","GCF_003851685.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.35","0.884","ani_screen","classification based on ANI only","GCF_003852235.1, s__Pseudomonas_E sp00...","91.18","-","-","TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,0,725,88,0,0,0,100,11.2,"High"
"274","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Pantoea sp900115075","GCF_900115075.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp900115075","96.47","0.904","-","-","-","-","ani_screen","classification based on ANI only","-","-","-","Insufficient number of amino acids in MSA (0.8%)","TCS_genomes_16_DRAM","k__Bacteria",5449,103,57,0,1,102,0,0,0,100,99.65,"Very high"
"275","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_000585995.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E brassicacearum_A","93.88","0.858","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_004786035.1, s__Pseudomonas_E vici...","85.74","0.9958","Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 12.5% of markers with multiple hits","TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,4,675,129,5,0,0,99.27,16.72,"Very high"
"276","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_000585995.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E brassicacearum_A","93.97","0.858","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_004786035.1, s__Pseudomonas_E vici...","96.68","0.99698","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_16_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.71,"Very low"
"277","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Pantoea sp900115075","GCF_900115075.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp900115075","96.48","0.902","-","-","-","-","ani_screen","classification based on ANI only","-","-","-","No bacterial or archaeal marker","TCS_genomes_16_DRAM","root",5656,56,24,0,0,56,0,0,0,100,100,"Very high"
"278","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Pantoea sp900115075","GCF_900115075.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp900115075","96.18","0.66","-","-","-","-","ani_screen","classification based on ANI only","GCA_002840155.1, s__Pseudomonas_E sp00...","-","-","Insufficient number of amino acids in MSA (1.6%)","TCS_genomes_16_DRAM","root",5656,56,24,0,1,55,0,0,0,100,95.83,"Very high"
"279","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Pantoea brenneri","GCA_002095305.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea brenneri","99.37","0.902","-","-","-","-","ani_screen","classification based on ANI only","-","-","-","Insufficient number of amino acids in MSA (0.8%)","TCS_genomes_16_DRAM","root",5656,56,24,0,0,48,8,0,0,100,111.23,"Very high"
"28","TCS_genomes_2","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E neoaurantiaca","GCF_013608025.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E neoaurantiaca","95.86","0.894","-","-","-","-","ani_screen","classification based on ANI only","GCF_013608025.1, s__Pseudomonas_E neoa...","97.42","-","-","TCS_genomes_2_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"280","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Pantoea sp900115075","GCF_900115075.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp900115075","96.52","0.918","GCF_900115075.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp900115075","96.52","0.918","ani_screen","classification based on ANI only","GCF_013415305.1, s__Pantoea sp00241993...","98.59","-","-","TCS_genomes_16_DRAM","f__Enterobacteriaceae",223,876,305,0,873,3,0,0,0,100,0.41,"Very low"
"281","TCS_genomes_16","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Pantoea sp900115075","GCF_900115075.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp900115075","96.52","0.897","-","-","-","-","ani_screen","classification based on ANI only","-","-","-","Insufficient number of amino acids in MSA (1.7%)","TCS_genomes_16_DRAM","k__Bacteria",5449,103,57,0,1,101,1,0,0,100,100.53,"Very high"
"282","TCS_genomes_17","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_AO","GCF_000817895.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AO","97.71","0.94","GCF_000817895.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AO","97.71","0.94","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_001605965.1, s__Pseudomonas_E kore...","97.88","-","-","TCS_genomes_17_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.16,"Very low"
"283","TCS_genomes_17","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_AO","GCF_000817895.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AO","97.78","0.94","GCF_000817895.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AO","97.78","0.94","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_005233515.1, s__Pseudomonas_E sp00...","97.88","-","-","TCS_genomes_17_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.16,"Very low"
"284","TCS_genomes_17","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Pantoea agglomerans","GCF_001598475.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea agglomerans","98.49","0.95","GCF_001598475.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea agglomerans","98.49","0.95","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_900115075.1, s__Pantoea sp90011507...","94.38","-","-","TCS_genomes_17_DRAM","f__Enterobacteriaceae",223,876,305,0,786,89,1,0,0,100,10.96,"High"
"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TCS_genomes_17_DRAM","k__Bacteria",5449,104,58,0,1,103,0,0,0,100,99.66,"Very high"
"286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TCS_genomes_17_DRAM","k__Bacteria",5449,104,58,0,1,103,0,0,0,100,99.66,"Very high"
"287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TCS_genomes_17_DRAM","root",5656,56,24,0,0,56,0,0,0,100,100,"Very high"
"288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TCS_genomes_17_DRAM","k__Bacteria",5449,103,57,0,1,38,58,6,0,100,182.97,"Very high"
"289","TCS_genomes_17","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCF_004006335.1, s__Pseudomonas_E sp00...","97.82","0.9932413613","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_17_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.43,"Very low"
"29","TCS_genomes_2","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E alvandae","GCF_019141525.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alvandae","98.49","0.933","GCF_019141525.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E alvandae","98.49","0.933","ani_screen","classification based on ANI only","GCF_013608025.1, s__Pseudomonas_E neoa...","97.42","-","-","TCS_genomes_2_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"290","TCS_genomes_17","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_900100795.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E abietaniphila","94.48","0.84","taxonomic classification defined by topology and ANI","-","GCF_900110765.1, s__Pseudomonas_E sp90...","98.71","0.9993086693","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_17_DRAM","o__Pseudomonadales",185,813,308,2,807,4,0,0,0,99.61,0.25,"Very low"
"291","TCS_genomes_17","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Erwinia","Erwinia sp003937915","GCF_003937915.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Erwinia;s__Erwinia sp003937915","95.72","0.9","GCF_003937915.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Erwinia;s__Erwinia sp003937915","95.72","0.9","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCA_003512805.1, s__Erwinia sp00351280...","96.57","-","-","TCS_genomes_17_DRAM","f__Enterobacteriaceae",223,876,305,1,875,0,0,0,0,99.99,0,"No detectable contamination"
"292","TCS_genomes_17","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_902329575.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E carnis","88.21","0.78","taxonomic classification defined by topology and ANI","-","GCF_003851685.1, s__Pseudomonas_E sp00...","14.83","0.9999987422","Genome has more than 85.0% of markers with multiple hits","TCS_genomes_17_DRAM","k__Bacteria",5449,103,57,0,12,89,2,0,0,100,94.33,"Very high"
"293","TCS_genomes_17","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_900105485.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E granadensis","94.25","0.89","taxonomic classification defined by topology and ANI","-","GCA_902825215.1, s__Pseudomonas_E fluo...","35.48","0.9996872269","Genome has more than 64.2% of markers with multiple hits","TCS_genomes_17_DRAM","k__Bacteria",5449,103,57,0,38,59,6,0,0,100,78.85,"Very high"
"294","TCS_genomes_17","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Pantoea sp900115075","GCF_900115075.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp900115075","96.52","0.92","GCF_900115075.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp900115075","96.52","0.92","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_013415305.1, s__Pantoea sp00241993...","98.51","-","-","TCS_genomes_17_DRAM","f__Enterobacteriaceae",223,876,305,0,873,3,0,0,0,100,0.41,"Very low"
"295","TCS_genomes_17","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter cancerogenus","GCF_900185905.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cancerogenus","98.69","0.9","GCF_900185905.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cancerogenus","98.69","0.9","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_004331265.1, s__Enterobacter wuhou...","97.48","-","-","TCS_genomes_17_DRAM","f__Enterobacteriaceae",223,876,305,0,875,1,0,0,0,100,0.08,"Very low"
"296","TCS_genomes_17","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter calcoaceticus_C","GCF_900520355.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus_C","96.65","0.91","GCF_900520355.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus_C","96.65","0.91","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_000368965.1, s__Acinetobacter calc...","98.11","-","-","TCS_genomes_17_DRAM","c__Gammaproteobacteria",1164,275,174,0,274,1,0,0,0,100,0.57,"Very low"
"297","TCS_genomes_17","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter cancerogenus","GCF_900185905.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cancerogenus","98.68","0.9","GCF_900185905.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cancerogenus","98.68","0.9","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_004331265.1, s__Enterobacter wuhou...","97.48","-","-","TCS_genomes_17_DRAM","f__Enterobacteriaceae",223,876,305,0,875,1,0,0,0,100,0.08,"Very low"
"298","TCS_genomes_17","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_T","GCF_000346775.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_T","97.17","0.89","GCF_000346775.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_T","97.17","0.89","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_013608025.1, s__Pseudomonas_E neoa...","49.1","-","Genome has more than 49.2% of markers with multiple hits","TCS_genomes_17_DRAM","o__Pseudomonadales",185,813,308,2,217,572,19,3,0,99.76,81.95,"Very high"
"299","TCS_genomes_17","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_T","GCF_000346775.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_T","97.24","0.91","GCF_000346775.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_T","97.24","0.91","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_013608025.1, s__Pseudomonas_E neoa...","97.74","-","-","TCS_genomes_17_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"3","TCS_genomes_1","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_019145495.1, s__Pseudomonas_E azer...","96.76","0.99052","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_1_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.5,"Very low"
"30","TCS_genomes_2","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Pantoea agglomerans","GCF_001598475.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea agglomerans","97.36","0.936","GCF_001598475.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea agglomerans","97.36","0.936","ani_screen","classification based on ANI only","GCF_900115075.1, s__Pantoea sp90011507...","98.59","-","-","TCS_genomes_2_DRAM","f__Enterobacteriaceae",223,876,305,0,873,3,0,0,0,100,0.36,"Very low"
"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TCS_genomes_18_DRAM","k__Bacteria",5449,103,57,0,2,95,6,0,0,100,107.38,"Very high"
"301","TCS_genomes_18","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_900105485.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E granadensis","94.67","0.9","taxonomic classification defined by topology and ANI","-","GCA_902825215.1, s__Pseudomonas_E fluo...","57.16","0.9997244496","Genome has more than 42.5% of markers with multiple hits","TCS_genomes_18_DRAM","k__Bacteria",5449,103,57,0,55,47,1,0,0,100,51.8,"Very high"
"302","TCS_genomes_18","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Pantoea brenneri","GCF_002095305.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea brenneri","99.39","0.9","GCF_002095305.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea brenneri","99.39","0.9","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_009830035.1, s__Pantoea sp00983003...","98.55","-","-","TCS_genomes_18_DRAM","f__Enterobacteriaceae",223,876,305,0,875,1,0,0,0,100,0.16,"Very low"
"303","TCS_genomes_18","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_T","GCF_000346775.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_T","95.26","0.9","GCF_000346775.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_T","95.26","0.9","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_013608025.1, s__Pseudomonas_E neoa...","97.78","-","-","TCS_genomes_18_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
